User_ID,Current_Skills,Experience_Level,Preferred_Tech_Role,Industry_Trend_Score,Recommended_Skills,Job_Opportunities
U266,"Data Science, AWS, C++, React",Mid,Cloud Engineer,75.58,"C++, Python, React, Java, Machine Learning",60
U267,"Machine Learning, SQL, Data Science, C++",Senior,Cloud Engineer,71.38,"Machine Learning, Data Science, SQL, C++",51
U268,"JavaScript, AWS, Java, Data Science",Senior,Software Engineer,61.0,"Node.js, Data Science, AWS, Python",32
U269,"Machine Learning, SQL, Data Science, Node.js",Entry,Backend Developer,86.8,"JavaScript, AWS, Python",60
U270,"Python, Java, Node.js, JavaScript, AWS",Senior,AI Engineer,84.67,"React, AWS, JavaScript, Java",42
U271,"Python, Data Science, AWS",Senior,Data Scientist,67.54,"SQL, JavaScript, AWS, React, C++",48
U272,"React, Machine Learning",Mid,Software Engineer,62.76,"C++, JavaScript, Data Science",70
U273,"Python, C++, Node.js",Mid,Frontend Developer,54.22,"Data Science, SQL, JavaScript, React, AWS",15
U274,"Java, React, Node.js, Machine Learning, AWS",Senior,Software Engineer,56.11,"Data Science, JavaScript, Python, React",56
U275,"Machine Learning, React, Node.js, Python",Mid,AI Engineer,93.72,"Python, Node.js, AWS, Data Science, SQL",56
U276,"C++, AWS",Senior,Cloud Engineer,61.03,"Data Science, Node.js, AWS, SQL",72
U277,"Machine Learning, SQL, Node.js",Senior,Backend Developer,50.54,"React, Python, Data Science, Machine Learning",44
U278,"C++, Python, SQL, React",Entry,Data Scientist,55.75,"Java, SQL",39
U279,"Machine Learning, Java, Node.js, AWS, SQL",Entry,Frontend Developer,93.79,"Machine Learning, Java, C++",53
U280,"Node.js, Java, AWS, Python",Senior,Backend Developer,54.75,"C++, Machine Learning",57
U281,"Python, C++",Entry,Data Scientist,67.82,"C++, Machine Learning",71
U282,"AWS, C++, React",Senior,Software Engineer,71.73,"C++, Java, AWS",83
U283,"SQL, Python, React",Entry,Backend Developer,51.27,"AWS, Python, Machine Learning, Node.js",97
U284,"SQL, Machine Learning, Java, Node.js, C++",Senior,AI Engineer,62.42,"Data Science, Node.js",17
U285,"Data Science, AWS, C++, Python, Machine Learning",Entry,Software Engineer,91.17,"React, Machine Learning, Node.js, AWS, JavaScript",78
U286,"C++, JavaScript, Machine Learning",Senior,Data Scientist,71.97,"C++, JavaScript, AWS, Node.js, Machine Learning",46
U287,"Java, Python, C++, Machine Learning",Entry,Software Engineer,56.42,"Data Science, Java, React, Python, SQL",98
U288,"Node.js, Data Science, AWS, React",Senior,Backend Developer,63.46,"Python, SQL, React, C++",60
U289,"SQL, Machine Learning, Node.js, JavaScript",Senior,Frontend Developer,93.45,"Data Science, SQL, Python, JavaScript, Java",92
U290,"Node.js, Java, Python",Mid,Software Engineer,66.35,"Data Science, C++",96
U291,"Python, SQL, JavaScript, Node.js",Entry,Cloud Engineer,56.37,"React, Python, Machine Learning",7
U292,"Node.js, React, SQL",Senior,Cloud Engineer,86.2,"JavaScript, Data Science, Node.js, C++",22
U293,"Machine Learning, Node.js, JavaScript, Java",Senior,Data Scientist,96.91,"React, Machine Learning, Data Science, AWS, Python",33
U294,"Node.js, SQL",Entry,AI Engineer,62.88,"C++, React, AWS, Python, SQL",92
U295,"Python, Node.js, Data Science",Entry,Frontend Developer,72.14,"C++, Machine Learning",6
U296,"AWS, SQL",Entry,Frontend Developer,57.65,"Node.js, JavaScript, Java, C++, AWS",89
U297,"JavaScript, Data Science",Entry,Software Engineer,54.66,"AWS, Java",24
U298,"C++, JavaScript",Senior,Software Engineer,75.37,"Java, React, Machine Learning, SQL",54
U299,"Node.js, Java, SQL, Python",Senior,AI Engineer,85.68,"JavaScript, SQL, Python, Node.js, Data Science",70
U300,"JavaScript, SQL, C++, Python, Data Science",Entry,Backend Developer,94.86,"Java, Python, JavaScript, AWS, Data Science",94
U301,"React, C++, Machine Learning, Data Science",Entry,Backend Developer,56.7,"SQL, Machine Learning",11
U302,"Data Science, React, Node.js",Senior,Data Scientist,85.02,"AWS, Python, Data Science",5
U303,"Data Science, Java, Machine Learning, React, Node.js",Entry,Backend Developer,77.57,"React, AWS, Data Science, C++",81
U304,"Java, Node.js, C++, AWS",Senior,Backend Developer,87.78,"JavaScript, Data Science, Java, Node.js, Python",64
U305,"Node.js, AWS, JavaScript",Entry,Backend Developer,67.84,"Node.js, React, Data Science",25
U306,"Python, C++",Mid,Backend Developer,75.54,"Python, SQL, C++, Node.js",31
U307,"Node.js, Java, Machine Learning, SQL",Entry,Cloud Engineer,52.9,"Machine Learning, AWS, React, Node.js, Java",38
U308,"Python, Data Science, JavaScript, C++, React",Senior,Cloud Engineer,82.72,"Java, React, JavaScript, Machine Learning",30
U309,"AWS, Java",Mid,AI Engineer,66.35,"SQL, AWS, JavaScript",16
U310,"Python, Machine Learning, C++",Senior,Frontend Developer,57.69,"Java, JavaScript, Data Science, Node.js, Python",97
U311,"Java, Machine Learning, SQL, React",Senior,Data Scientist,66.46,"Machine Learning, AWS, SQL",91
U312,"JavaScript, AWS, React, Machine Learning",Mid,AI Engineer,87.47,"Node.js, Python",26
U313,"JavaScript, Machine Learning",Mid,Backend Developer,79.67,"AWS, Python, Java, SQL",9
U314,"SQL, Machine Learning, Node.js",Mid,Backend Developer,68.35,"C++, SQL, React",87
U315,"Python, Machine Learning",Mid,Data Scientist,60.45,"Data Science, Python, React",79
U316,"React, Node.js, AWS, Data Science, C++",Entry,Software Engineer,57.1,"C++, SQL, Data Science, Machine Learning",43
U317,"Machine Learning, Python, Java",Senior,Frontend Developer,93.16,"AWS, React, Python, C++, JavaScript",36
U318,"C++, React, Node.js, JavaScript, Python",Entry,Frontend Developer,65.03,"C++, AWS, SQL, React",76
U319,"Data Science, Java, Machine Learning, C++",Mid,Data Scientist,98.08,"JavaScript, Data Science, SQL",100
U320,"React, AWS",Mid,Software Engineer,52.45,"Node.js, React",35
U321,"JavaScript, SQL, Machine Learning",Entry,Software Engineer,95.62,"Python, Node.js, Machine Learning, Java, Data Science",51
U322,"C++, Java, AWS",Senior,Cloud Engineer,81.99,"React, Java, Data Science, AWS, JavaScript",86
U323,"Machine Learning, Data Science, C++",Senior,Frontend Developer,57.88,"Java, Python, JavaScript, AWS, Data Science",31
U324,"Machine Learning, Node.js, React",Mid,Cloud Engineer,65.03,"C++, Java",40
U325,"Python, SQL",Mid,Frontend Developer,93.52,"Python, SQL, Java, Data Science",19
U326,"React, Machine Learning, Data Science, Node.js, Java",Senior,Data Scientist,55.02,"Python, AWS, Data Science, Node.js, Machine Learning",100
U327,"Machine Learning, Data Science, C++",Entry,Data Scientist,82.8,"C++, React",12
U328,"Java, C++",Senior,Software Engineer,98.68,"Node.js, JavaScript",24
U329,"C++, Node.js, AWS, Machine Learning, React",Mid,Data Scientist,81.55,"AWS, Java, JavaScript",86
U330,"C++, React, Node.js",Entry,Software Engineer,97.09,"Java, React, Data Science",20
U331,"React, SQL, Data Science, Python, C++",Mid,Software Engineer,66.48,"Python, JavaScript, SQL, React, C++",24
U332,"Java, SQL, JavaScript",Senior,Data Scientist,77.12,"Node.js, JavaScript, Java",69
U333,"Node.js, Data Science, C++",Entry,Data Scientist,61.05,"Java, Python, React, Machine Learning",85
U334,"SQL, Data Science, JavaScript, Java, Python",Senior,Software Engineer,74.49,"Node.js, JavaScript",94
U335,"Machine Learning, AWS",Senior,Data Scientist,75.68,"C++, Machine Learning, React, Node.js, Python",56
U336,"Python, SQL, AWS, React, Data Science",Entry,Frontend Developer,77.38,"JavaScript, React, Machine Learning, C++, SQL",86
U337,"Data Science, Java, SQL, C++, Python",Entry,AI Engineer,93.08,"SQL, Data Science, Java, JavaScript, Node.js",47
U338,"Machine Learning, SQL, AWS, C++",Mid,Backend Developer,50.15,"SQL, Machine Learning, Data Science, JavaScript, Java",47
U339,"Data Science, JavaScript, SQL",Senior,Frontend Developer,99.15,"Python, Node.js, Machine Learning",90
U340,"Node.js, Data Science, JavaScript, Python, Machine Learning",Mid,Backend Developer,68.73,"SQL, Java, React, AWS, Machine Learning",39
U341,"Data Science, Node.js",Senior,Software Engineer,85.9,"React, Machine Learning, Python, Java, JavaScript",91
U342,"SQL, Machine Learning",Mid,Software Engineer,64.5,"Node.js, Data Science",47
U343,"Machine Learning, React, AWS, Java, Data Science",Senior,Data Scientist,74.34,"Java, React, JavaScript",29
U344,"C++, React, Python, JavaScript, Node.js",Entry,Cloud Engineer,75.27,"Java, C++, React",65
U345,"AWS, C++, Machine Learning, Java, JavaScript",Mid,AI Engineer,51.78,"Node.js, Machine Learning, JavaScript, Python",27
U346,"AWS, SQL, React",Mid,Cloud Engineer,92.03,"C++, React, Node.js, AWS",93
U347,"Node.js, React, Python, Java",Senior,Backend Developer,75.9,"Data Science, SQL, Node.js, Machine Learning",83
U348,"JavaScript, Machine Learning, Data Science, React, C++",Mid,AI Engineer,66.41,"React, AWS, C++, Machine Learning, Java",92
U349,"C++, JavaScript, AWS, React",Senior,Frontend Developer,52.7,"Node.js, JavaScript, Java, React, Python",10
U350,"Data Science, JavaScript, AWS, Machine Learning, React",Senior,Backend Developer,93.39,"Node.js, Machine Learning, JavaScript",57
U351,"AWS, SQL, Node.js",Mid,Software Engineer,55.76,"Machine Learning, AWS, SQL, Python, React",16
U352,"JavaScript, AWS, Java, Machine Learning",Senior,Data Scientist,96.1,"C++, Data Science, JavaScript",23
U353,"AWS, JavaScript, SQL, Machine Learning, Python",Mid,Data Scientist,99.49,"Machine Learning, SQL, React, Java",53
U354,"SQL, Data Science, JavaScript",Entry,AI Engineer,91.58,"C++, Java",39
U355,"Machine Learning, Java, SQL, C++, AWS",Senior,Backend Developer,64.86,"Python, Node.js, Java, SQL",81
U356,"Data Science, React",Senior,Backend Developer,98.41,"SQL, Python, AWS, Data Science, JavaScript",20
U357,"SQL, C++",Senior,AI Engineer,96.21,"JavaScript, AWS",17
U358,"Data Science, Machine Learning",Mid,AI Engineer,78.54,"Data Science, Python, C++, Node.js",51
U359,"Machine Learning, Java, Data Science, AWS, SQL",Senior,Frontend Developer,69.55,"AWS, JavaScript, Node.js, SQL",18
U360,"Python, Data Science, SQL, JavaScript",Mid,Backend Developer,82.58,"JavaScript, Node.js, C++",77
U361,"React, AWS, Data Science",Entry,Cloud Engineer,69.61,"Data Science, JavaScript, C++, AWS, SQL",36
U362,"AWS, Machine Learning, JavaScript, Data Science",Senior,Software Engineer,84.41,"JavaScript, Node.js",65
U363,"Machine Learning, Python, AWS, Node.js, SQL",Mid,Backend Developer,68.83,"Python, JavaScript, React, Machine Learning",87
U364,"Java, SQL, Node.js",Senior,AI Engineer,76.15,"React, C++, Python",23
U365,"Data Science, Node.js, JavaScript",Senior,Frontend Developer,99.08,"Java, React, Data Science",63
U366,"C++, React, Data Science, SQL, Node.js",Entry,Frontend Developer,92.3,"React, Java, Data Science",32
U367,"Machine Learning, Data Science, Node.js",Mid,Cloud Engineer,96.2,"SQL, Python, JavaScript, Data Science, Java",7
U368,"React, Data Science, JavaScript",Mid,Data Scientist,76.13,"Python, Java, JavaScript",77
U369,"Data Science, Python, Node.js, JavaScript",Entry,AI Engineer,57.59,"C++, Node.js, Python, React",94
U370,"Data Science, SQL, JavaScript",Entry,Data Scientist,99.46,"Data Science, Machine Learning",34
U371,"C++, Node.js, Machine Learning, AWS, Data Science",Mid,Cloud Engineer,71.74,"React, Data Science, Machine Learning, AWS, JavaScript",90
U372,"Java, Node.js, C++, React, AWS",Mid,Data Scientist,58.37,"Data Science, Machine Learning, JavaScript",43
U373,"JavaScript, Node.js, Machine Learning, Python",Senior,Software Engineer,70.01,"React, C++, JavaScript, Data Science",41
U374,"Data Science, JavaScript, React",Mid,Backend Developer,61.1,"Node.js, Machine Learning, SQL",20
U375,"Machine Learning, JavaScript, C++, AWS",Mid,Data Scientist,79.76,"Data Science, C++, Python",16
U376,"Java, Data Science, JavaScript, Node.js",Mid,Backend Developer,56.35,"Python, SQL, Node.js, Machine Learning, AWS",89
U377,"Python, Node.js",Mid,Backend Developer,82.44,"C++, SQL, Python, Java, Node.js",88
U378,"Python, SQL, C++",Mid,Data Scientist,80.57,"C++, Node.js, React",61
U379,"Node.js, Machine Learning, Data Science, JavaScript, React",Senior,Backend Developer,52.23,"SQL, Python, AWS, React",84
U380,"SQL, Java, Node.js, Data Science, C++",Mid,Software Engineer,69.52,"C++, SQL",96
U381,"Java, C++, Python",Mid,Software Engineer,68.67,"Machine Learning, Data Science, Node.js, C++, React",63
U382,"AWS, Java, Data Science, C++, Python",Mid,Cloud Engineer,60.1,"Machine Learning, AWS, C++, React",77
U383,"Java, Python",Mid,Backend Developer,71.03,"SQL, C++, Machine Learning",11
U384,"Data Science, AWS, SQL, React, Machine Learning",Entry,Software Engineer,50.3,"React, Node.js, Data Science",69
U385,"Java, JavaScript",Mid,Data Scientist,52.11,"Data Science, SQL, JavaScript, React, C++",71
U386,"AWS, Java, Python, React, C++",Mid,Cloud Engineer,82.27,"C++, Machine Learning",36
U387,"AWS, Python, Node.js",Mid,Frontend Developer,57.0,"React, JavaScript, Python, Data Science",31
U388,"Node.js, Java",Senior,Cloud Engineer,52.93,"Node.js, Machine Learning",19
U389,"JavaScript, SQL",Senior,Frontend Developer,74.95,"Node.js, C++",84
U390,"Machine Learning, Node.js, JavaScript, SQL, C++",Entry,AI Engineer,58.74,"Python, Java",68
U391,"Machine Learning, React, JavaScript",Entry,Backend Developer,75.23,"Java, JavaScript",22
U392,"C++, SQL, Node.js, React",Senior,Software Engineer,50.92,"React, AWS, Data Science, C++, Node.js",98
U393,"Machine Learning, C++, Java",Mid,Frontend Developer,74.64,"React, Data Science, Machine Learning, JavaScript, AWS",23
U394,"React, Machine Learning, Python",Mid,Frontend Developer,64.78,"SQL, Node.js, JavaScript, Machine Learning",60
U395,"Machine Learning, Java",Entry,Software Engineer,97.94,"Node.js, Machine Learning, Data Science",57
U396,"AWS, Machine Learning, React, Java",Senior,Software Engineer,55.97,"JavaScript, Node.js, Java, Data Science, React",88
U397,"Data Science, Java, SQL, Node.js, JavaScript",Senior,Software Engineer,88.66,"Java, AWS, JavaScript, SQL",9
U398,"SQL, Python",Senior,Backend Developer,70.17,"C++, SQL, Node.js, Machine Learning, React",92
U399,"Python, Data Science",Entry,Cloud Engineer,77.09,"Java, React, AWS, Node.js, SQL",72
U400,"JavaScript, AWS, Data Science, Machine Learning, Python",Mid,Data Scientist,74.79,"C++, SQL, Node.js, JavaScript, Data Science",71
U401,"React, JavaScript",Entry,Frontend Developer,73.91,"Python, Data Science, React, JavaScript, AWS",66
U402,"Data Science, Java, AWS, SQL",Mid,Data Scientist,63.68,"SQL, Data Science, AWS, Python, Node.js",78
U403,"AWS, Machine Learning, Java, Node.js",Mid,AI Engineer,89.36,"Data Science, JavaScript, AWS",31
U404,"SQL, JavaScript, Python",Mid,Backend Developer,81.8,"Machine Learning, Java, SQL",55
U405,"Node.js, AWS",Entry,AI Engineer,68.86,"AWS, Python, JavaScript, SQL",49
U406,"Node.js, JavaScript, React, SQL",Senior,Software Engineer,79.85,"Machine Learning, Python, Data Science",47
U407,"C++, Data Science, JavaScript",Mid,Frontend Developer,95.39,"Machine Learning, C++, Data Science, Java",24
U408,"React, JavaScript",Senior,AI Engineer,94.29,"Node.js, Python",21
U409,"Data Science, AWS, JavaScript, Machine Learning",Entry,Data Scientist,66.52,"Python, Java, JavaScript, C++",91
U410,"C++, Python, Data Science, Machine Learning, React",Mid,Cloud Engineer,92.99,"Data Science, Node.js",58
U411,"Node.js, C++, AWS, Machine Learning, SQL",Senior,Backend Developer,54.73,"JavaScript, AWS, Java",41
U412,"React, Python, Machine Learning, AWS",Senior,Software Engineer,69.08,"Data Science, C++, AWS, Python",16
U413,"SQL, AWS, Data Science, Machine Learning",Entry,AI Engineer,67.85,"SQL, React, Node.js, Java",74
U414,"SQL, Machine Learning",Mid,AI Engineer,81.2,"SQL, Node.js",27
U415,"SQL, React, C++, Node.js",Senior,Backend Developer,53.33,"Machine Learning, JavaScript",81
U416,"C++, React, SQL, Node.js, Python",Senior,Cloud Engineer,68.79,"JavaScript, Python, Machine Learning",63
U417,"Node.js, React, Java, SQL",Entry,AI Engineer,64.22,"Node.js, Machine Learning, AWS, Python",42
U418,"Machine Learning, JavaScript, Data Science",Senior,Cloud Engineer,64.19,"Java, AWS",16
U419,"JavaScript, Python, AWS, React",Senior,Backend Developer,88.94,"Java, C++, Python, JavaScript",18
U420,"JavaScript, Node.js, SQL",Mid,Backend Developer,58.03,"React, Java",30
U421,"Python, C++, AWS",Entry,Software Engineer,78.09,"Python, Data Science, C++, SQL",90
U422,"AWS, Data Science, React, C++, SQL",Entry,Backend Developer,79.74,"React, JavaScript, AWS, Python, Java",69
U423,"Node.js, Python, JavaScript, C++, AWS",Entry,Software Engineer,75.16,"SQL, Node.js, JavaScript, Data Science",46
U424,"C++, Data Science, Python",Senior,Software Engineer,69.96,"Java, Node.js, React, C++, JavaScript",81
U425,"React, Python",Entry,Cloud Engineer,73.05,"Data Science, Machine Learning",9
U426,"Java, SQL, Data Science, Node.js",Mid,Cloud Engineer,78.24,"Node.js, JavaScript, Python, C++",67
U427,"React, Python",Mid,Frontend Developer,97.74,"Data Science, Java, C++, Machine Learning, Python",69
U428,"AWS, React, SQL, Machine Learning, Java",Senior,AI Engineer,82.02,"Java, C++, SQL, AWS",64
U429,"Node.js, Python, C++, Data Science, Machine Learning",Entry,Data Scientist,75.06,"React, Python",87
U430,"Data Science, Java, Python, SQL",Entry,Data Scientist,65.13,"Data Science, Java",88
U431,"Python, C++, Node.js, React",Entry,Cloud Engineer,84.8,"React, Python, Java, Data Science",72
U432,"AWS, SQL, React, Java",Senior,Software Engineer,90.61,"Node.js, SQL, AWS, Python, React",74
U433,"React, Machine Learning, Python, JavaScript",Mid,Frontend Developer,68.71,"JavaScript, AWS",23
U434,"Data Science, SQL, Machine Learning",Entry,Data Scientist,89.76,"SQL, JavaScript, Machine Learning, Java",37
U435,"React, AWS, Machine Learning",Entry,Software Engineer,58.75,"JavaScript, C++, SQL, Data Science, Machine Learning",29
U436,"Java, JavaScript",Mid,Cloud Engineer,63.24,"Java, SQL, Machine Learning, Data Science",38
U437,"React, Python",Senior,Data Scientist,56.79,"Java, Machine Learning",47
U438,"Data Science, Machine Learning, C++, AWS, Python",Mid,Backend Developer,61.66,"Node.js, Java, Python, AWS",39
U439,"Node.js, JavaScript, Machine Learning, C++",Senior,Frontend Developer,66.61,"Data Science, Machine Learning, Python, AWS, React",49
U440,"Python, Machine Learning, SQL, C++, Data Science",Mid,Software Engineer,60.47,"Node.js, Python",11
U441,"SQL, Java",Senior,Backend Developer,88.74,"Node.js, C++, Python, SQL, AWS",80
U442,"Data Science, Python",Senior,Cloud Engineer,70.94,"Node.js, Java, C++, JavaScript, AWS",94
U443,"Node.js, Machine Learning",Senior,Backend Developer,56.95,"C++, Machine Learning, JavaScript, Node.js",35
U444,"Python, SQL, React, Java",Entry,Frontend Developer,92.13,"Data Science, SQL",27
U445,"Node.js, AWS, C++, Java",Mid,Data Scientist,92.13,"JavaScript, C++",84
U446,"Data Science, AWS",Senior,Cloud Engineer,85.06,"Data Science, React, AWS, C++, Java",53
U447,"React, Node.js, AWS, Python",Senior,Cloud Engineer,58.49,"AWS, React, Python, Java",33
U448,"Machine Learning, React, C++",Senior,Software Engineer,83.86,"Python, React, Java, C++",90
U449,"Python, SQL, Machine Learning",Entry,AI Engineer,59.77,"Machine Learning, Node.js, JavaScript",28
U450,"React, C++",Entry,AI Engineer,57.07,"React, AWS, JavaScript, Java",16
U451,"Machine Learning, AWS, SQL, C++",Mid,Cloud Engineer,70.17,"Python, React",11
U452,"JavaScript, Node.js",Mid,Backend Developer,53.82,"Java, C++",83
U453,"React, SQL, Node.js, Data Science, AWS",Entry,AI Engineer,88.56,"AWS, JavaScript, Data Science",14
U454,"Data Science, C++, SQL, Java, Node.js",Mid,Cloud Engineer,97.13,"JavaScript, SQL, C++, React, Machine Learning",47
U455,"React, AWS, Machine Learning, JavaScript, Python",Entry,Frontend Developer,74.05,"JavaScript, SQL",83
U456,"Java, JavaScript, Node.js",Entry,Data Scientist,77.34,"Data Science, Node.js, Python",58
U457,"Java, Node.js, Data Science",Senior,Data Scientist,80.19,"JavaScript, Machine Learning, React",14
U458,"C++, Machine Learning, AWS, JavaScript",Senior,Cloud Engineer,93.16,"Data Science, Node.js, AWS, React, Machine Learning",34
U459,"Node.js, AWS, C++",Mid,AI Engineer,59.36,"Node.js, Machine Learning, JavaScript, Java",54
U460,"JavaScript, SQL",Senior,Software Engineer,54.51,"Machine Learning, Java, AWS, C++",78
U461,"Node.js, Java",Mid,AI Engineer,63.64,"AWS, React",68
U462,"Java, React, AWS, Node.js, Machine Learning",Senior,AI Engineer,77.48,"React, SQL",64
U463,"SQL, Data Science, Machine Learning, C++, Python",Mid,Data Scientist,97.46,"JavaScript, React",74
U464,"Data Science, Python",Senior,Frontend Developer,66.85,"Java, Machine Learning, SQL",61
U465,"AWS, SQL, Machine Learning, React",Mid,AI Engineer,85.36,"Machine Learning, C++, Data Science, Node.js",61
U466,"Node.js, Python, Machine Learning, AWS, C++",Mid,Backend Developer,80.27,"Data Science, Java, C++, Python, Node.js",23
U467,"SQL, Python, Data Science, C++, JavaScript",Mid,Data Scientist,56.07,"React, Data Science, SQL, Java",36
U468,"Data Science, Machine Learning",Senior,Software Engineer,83.48,"Data Science, Node.js, AWS",53
U469,"SQL, C++, Python",Entry,Software Engineer,87.53,"Node.js, SQL, Data Science",31
U470,"AWS, React, Data Science, Python, Java",Entry,Backend Developer,64.18,"Java, Python, JavaScript",91
U471,"JavaScript, Python, Java, Machine Learning",Entry,Data Scientist,80.71,"C++, Machine Learning, Python",14
U472,"JavaScript, Java, React, AWS, Python",Entry,Cloud Engineer,60.04,"SQL, C++",78
U473,"Node.js, JavaScript, Data Science, React",Mid,Data Scientist,94.99,"Data Science, SQL, Java, Python, Node.js",80
U474,"AWS, Python",Mid,Software Engineer,91.15,"AWS, Data Science, React, C++",50
U475,"Machine Learning, Java",Mid,Frontend Developer,69.63,"C++, JavaScript, Data Science, React, Node.js",39
U476,"C++, Data Science, JavaScript, Node.js, SQL",Senior,Cloud Engineer,71.52,"Java, React",91
U477,"React, Java, Data Science",Mid,Software Engineer,71.41,"Data Science, AWS, Node.js",82
U478,"Python, Machine Learning",Senior,Software Engineer,63.92,"Python, Machine Learning, Java, SQL, Data Science",48
U479,"Machine Learning, C++, JavaScript, SQL, React",Mid,Software Engineer,84.86,"AWS, C++, Python",97
U480,"AWS, SQL",Entry,Data Scientist,63.94,"Java, React, Machine Learning, SQL",70
U481,"JavaScript, SQL, Java, React, C++",Senior,Software Engineer,94.61,"Node.js, AWS, Python, SQL",87
U482,"SQL, Machine Learning, AWS",Entry,Cloud Engineer,89.32,"React, SQL, Machine Learning, Java",80
U483,"Machine Learning, SQL, C++",Mid,Software Engineer,91.42,"Data Science, Java, JavaScript",47
U484,"Data Science, Machine Learning, Node.js, AWS, C++",Entry,AI Engineer,60.36,"React, Java, JavaScript, SQL, Node.js",41
U485,"Java, Data Science, Python, AWS, C++",Mid,AI Engineer,58.36,"Python, Node.js, Data Science, React, Machine Learning",37
U486,"SQL, Data Science, Java",Senior,Software Engineer,90.52,"Java, React, Data Science",29
U487,"Data Science, JavaScript, React",Senior,Software Engineer,83.82,"JavaScript, Machine Learning, AWS, React, C++",70
U488,"C++, SQL, AWS",Senior,Cloud Engineer,93.3,"JavaScript, React, AWS",81
U489,"React, Data Science",Senior,Frontend Developer,82.12,"Machine Learning, Java, AWS, JavaScript",8
U490,"Machine Learning, AWS, SQL, Python",Senior,Data Scientist,56.92,"React, Machine Learning, Python, Node.js, JavaScript",5
U491,"Java, AWS, SQL",Mid,Software Engineer,56.0,"C++, React, SQL",86
U492,"C++, Machine Learning",Senior,Backend Developer,90.2,"Java, AWS, Python, JavaScript",55
U493,"Data Science, Machine Learning",Entry,Software Engineer,84.3,"Machine Learning, C++, Data Science, Node.js",83
U494,"React, Java, Data Science",Mid,Data Scientist,54.93,"Python, Node.js",57
U495,"Java, Node.js, Data Science, Machine Learning, SQL",Mid,Data Scientist,92.25,"Java, Machine Learning, Node.js",12
U496,"Java, Node.js, React, Machine Learning",Mid,Backend Developer,88.04,"Machine Learning, Java",52
U497,"Data Science, JavaScript, React",Senior,Software Engineer,51.72,"JavaScript, Python",31
U498,"AWS, Data Science",Mid,AI Engineer,87.55,"JavaScript, Node.js, SQL, Python, React",20
U499,"C++, SQL, Machine Learning",Senior,Data Scientist,88.65,"Node.js, Java, JavaScript, Python, Data Science",7
U500,"AWS, React, C++",Senior,Software Engineer,67.05,"Python, C++",88
